article	aid	url	title	text
516627011	128818	https://www.ksta.de/panorama/preis-sinkt-weiter-noch-kein-kaeufer-fuer-neverland-ranch-von-michael-jackson-gefunden-32124434	Noch kein Käufer für Never­lan­d-Ranch von Michael Jackson gefunden	Die legen­däre Never­lan­d-Ranch des verstor­benen Popsän­gers Michael Jackson kommt auf den Markt - zum Schnäpp­chen­preis. Ein Makler in Kali­for­nien bietet die rund 1100 Hektar große Immo­bilie für 31 Millionen Dollar (27 Millionen Euro) zum Verkauf a
516629358	128819	https://www.ksta.de/sport/mix/in-30-minuten--zweimal-rad-gold-und-ein-weltrekord-32124580	In 30 Minuten: Zweimal Rad-Gold und ein Weltre­kord	Für Samuel Wels­ford war es ganz bestimmt die goldigste und zugleich schnellste halbe Stunde seines Lebens. Inner­halb von 30 Minuten holte der 23 Jahre Austra­lier am zweiten Tag der Bahn­ra­d-WM im polni­schen Pruszkow zwei Gold­me­daillen und nebenbei 
516631102	128820	https://www.ksta.de/panorama/tiere-in-schlechtem-zustand-32-jaehriger-hortet-fast-50-koenigspythons-in-wohnung-32124882	32-Jäh­riger hortet fast 50 Königs­py­thons in Wohnung	Ein 32-Jäh­riger hat in seiner Wohnung im hessi­schen Fulda fast 50 Königs­py­thons in Plas­tik­boxen gehortet. Vier der Schlangen waren bereits verendet, wie die Polizei am Freitag mitteilte.Die Tiere waren demnach alle unter­er­nährt und in einem deso­l
516631909	128822	https://www.ksta.de/panorama/-konnten-es-nicht-glauben--vogelspinne-toetet-beutelratte---wissenschaftler-geschockt-32124936	Vogel­spinne tötet Beutel­ratte – Wissen­schaftler geschockt	Vogel­spinnen können selbst eine Beutel­ratte töten. Das haben Forscher im Amazo­nas­ge­biet beob­achtet und darüber im Fach­ma­gazin „Amphi­bian & Reptile Conser­va­tion“ berichtet. „Wir waren ganz hinge­rissen und geschockt und wir konnten nicht wirk­li
516632220	128823	https://www.ksta.de/panorama/christian-kohlund-toppt-als-anwalt--koelle-alaaf--32124972	Chris­tian Kohlund toppt als Anwalt „Kölle Alaaf”	Das närri­sche Treiben ist in vollem Gange - im Fern­sehen hat sich am Donners­tag­abend trotzdem der Krimi gegen den Karneval durch­ge­setzt.„Der Zürich-Krimi: Borchert und die mörde­ri­sche Gier” holte im Schnitt 5,50 Millionen Zuschauer und damit einen
516633311	128824	https://www.ksta.de/politik/-fridaysforfuture-greta-thunberg-demonstriert-mit-schuelern-in-hamburg-32125014	Greta Thun­berg demons­triert mit Schü­lern in Hamburg	Die schwe­di­sche Klimaak­ti­vistin Greta Thun­berg ist erst­mals für einen Schul­streik nach Deutsch­land gekommen. Gemeinsam mit rund 3000 Schü­lern demons­trierte die 16-Jäh­rige am Freitag in Hamburg für eine bessere Klima­po­litik. Auf Plakaten und T
516634525	128825	https://www.ksta.de/politik/fall-otto-warmbier-trump-verteidigt-kim-jong-un---und-loest-damit-empoerung-aus--32125032	Trump vertei­digt Kim Jong Un – und löst damit Empö­rung aus	US-Prä­si­dent Donald Trump hat mit seiner Vertei­di­gung des nord­ko­rea­ni­schen Macht­ha­bers Kim Jong Un im Fall des verstor­benen US-Stu­denten Otto Warm­bier Empö­rung ausge­löst. Der Vorsit­zende des Geheim­dienstaus­schusses im Abge­ord­ne­ten­hau
516635060	128826	https://www.ksta.de/ratgeber/was-koennen-medizin-wearables--32113634	Was können Medi­zin-Wea­ra­bles?	Blut­druck­mess­ge­räte kennen wohl die meisten. Manschette, Schlauch, Mess­ge­räte, manche haben einen kleinen Computer einge­baut. Doch das war gestern, wie etwa ein Blick auf die Auss­tel­lungs­stücke auf der Elek­tro­nik­messe CES im Januar in Las Veg
516635078	128827	https://www.ksta.de/wirtschaft/um-preise-zu-senken-tesla-verkauft-elektroautos-kuenftig-nur-uebers-internet-32125086	Tesla verkauft Elek­tro­autos künftig nur übers Internet	Tesla will seine Elek­tro­autos künftig nur noch über das Internet verkaufen. Das solle helfen, die Preise zu senken, sagte Firmen­chef Elon Musk am Donnerstag. Viele der Tesla-Läden würden schließen, die verblie­benen Stand­orte in belebter Lage sollen a
516636900	128829	https://www.ksta.de/wirtschaft/neue-umweltregeln-norwegen-fuehrt-abgasgrenzen-fuer-kreuzfahrtschiffe-ein-32125300	Norwegen führt Abgas­grenzen für Kreuz­fahrt­schiffe ein	In Norwegen gelten seit Freitag neue Umwelt­re­geln für Kreuz­fahrt­schiffe, die einige norwe­gi­sche Fjorde ansteuern. Umwelt­mi­nister Ola Elves­tuen teilte mit, dass in den Fjorden mit Welt­kul­tur­er­be­status keine Abwasser (Kloake) mehr einge­leitet
516637150	128830	https://www.ksta.de/koeln/kommentar-zur-tempo-20-zone-mehr-sicherheit-fuer-den-koelner-chlodwigplatz-32111498	Mehr Sicher­heit für den Kölner Chlod­wig­platz	Der Ansatz der Ober­bür­ger­meis­terin, Experten aus allen Berei­chen einzu­laden, um Ideen für die Zukunft des Radver­kehrs zu suchen, ist genau richtig. In Köln versam­melt sich eine Menge Wissen, von dem die Verwal­tung profi­tieren kann und sollte. Da
516637822	128831	https://www.ksta.de/region/rhein-erft/bilanz-in-rhein-erft-jecken-feiern-groesstenteils-friedlich---mann-attackiert-sanitaeter-32125222	Jecken feiern größ­ten­teils fried­lich – Mann atta­ckiert Sani­täter	Die Bilanz der Polizei im Rhein-Erft-Kreis zur Weiber­fast­nacht ist positiv ausge­fallen: Die Jecken haben „über­wie­gend fried­lich“ gefeiert, heißt es in der Bilanz­mel­dung der Polizei.Demnach gab es 75 Einsätze mit direktem Karne­vals­bezug. Die aufg
516638281	128833	https://www.ksta.de/wirtschaft/flixbus-sieht-rot---neuer-fernbus-anbieter-startet-32125620	Flixbus sieht rot - Neuer Fern­bus-An­bieter startet	Fern­bus­kunden in Deutsch­land erhalten mehr Auswahl. Das Unter­nehmen Blab­labus will im Früh­jahr die ersten deut­schen Städte anfahren, wie eine Spre­cherin sagte.Zuvor hatte das „Han­dels­blatt” (Freitag) darüber berichtet. Mit roten Bussen will der 
516639077	128834	https://www.ksta.de/wirtschaft/konkurrenz-fuer-flixbus-neuer-fernbus-anbieter-startet-in-deutschland-32125412	Neuer Fern­bus-An­bieter startet in Deutsch­land	Fern­bus­kunden in Deutsch­land erhalten mehr Auswahl. Das Unter­nehmen Blab­labus will im Früh­jahr die ersten deut­schen Städte anfahren, wie eine Spre­cherin am Freitag sagte. Zuvor hatte das „Han­dels­blatt“  darüber berichtet. Mit roten Bussen will d
516632548	128835	https://www.ksta.de/panorama/unfall-in-karlsruhe-strassenbahn-mit-lkw-zusammengestossen---mehr-als-15-verletzte-32124940	Mann wird nach Unfall mit Lkw aus Stra­ßen­bahn geschleu­dert	Beim Zusam­men­stoß eines Last­wa­gens mit einer Stra­ßen­bahn ist am Freitag in Karls­ruhe ein Fahr­gast lebens­ge­fähr­lich verletzt worden. Der 47-Jäh­rige wurde aus einer offenen Tür der Bahn geschleu­dert und unter dem Trieb­wagen einge­klemmt, wie d
516641326	128836	https://www.ksta.de/koeln/koelner-city-betrunkener-jeck-im--deadpool--kostuem-tritt-kleinen-hund-fast-tot-32125390	Betrun­kener Jeck im „Dead­pool“-Kostüm tritt kleinen Hund fast tot	Tier­drama mitten im Wiever­fas­te­lovend: Als eine ältere Dame mit ihrem Chihuahua um 16.30 Uhr auf der Mittel­straße Gassi ging, kam ihr ein offenbar völlig betrun­kener Mann in die Quere. Der 28-Jäh­rige steckte in einem Kostüm des Super­helden „Dead­p
516645540	128838	https://www.ksta.de/region/leverkusen/stadt-leverkusen/karneval-in-schlebusch-vor-allem-junge-leute-fielen-mit-alkohol-und-aggressionen-auf-32126102	Vor allem junge Leute fielen mit Alkohol und Aggres­sionen auf	Insge­samt weniger Besu­cher auf dem Linden­platz, aber deut­lich mehr junge Betrun­kene: Das ist die Bilanz der Lever­ku­sener Feuer­wehr zum Auftakt des Stra­ßen­kar­ne­vals  in Schle­busch.35 Personen hat der Rettungs­dienst an Weiber­fast­nacht 2019  
516645593	128839	https://www.ksta.de/panorama/mit-pkw-im-fluss-gelandet-polizei-rettet-mann-in-letzter-sekunde-aus-rhein-32126204	Polizei rettet Mann in letzter Sekunde aus Rhein	Buch­stäb­lich in letzter Sekunde hat die Polizei am Frei­tag­morgen im rhein­lan­d-p­fäl­zi­schen Remagen einen 25-Jäh­rigen aus dem Rhein gerettet. Das Auto des Mannes drohte nach einem Unfall im Fluss zu versinken, wie die Polizei mitteilte.Gegen 02.10
516645855	128840	https://www.ksta.de/ratgeber/finanzen/geld/neuer--enkeltrick--betrueger-geben-sich-als-polizisten-aus---so-schuetzen-sie-sich-32125168	Betrüger geben sich als Poli­zisten aus – so schützen Sie sich	„Guten Tag, würden Sie uns bitte Ihr Geld geben?“ Diese Frage würde wohl niemand mit „Ja“ beant­worten – vor allem nicht von Wild­fremden, die plötz­lich vor der Haustür auftau­chen. Doch was, wenn diese Fremden Poli­zisten sind oder wenigs­tens so ausseh
516646120	128841	https://www.ksta.de/wirtschaft/das-militaergeschaeft-brummt-bei-rheinmetall-32126344	Das Mili­tär­ge­schäft brummt bei Rhein­me­tall	Mit Mili­tär­fahr­zeugen und Muni­tion hat der Rüstungs­kon­zern Rhein­me­tall deut­lich bessere Geschäfte gemacht als zuvor.Der Umsatz in der Mili­tär­sparte des Düssel­dorfer Konzerns stieg 2018 um 6,1 Prozent auf 3,22 Milli­arden Euro, wie Rhein­me­tal
516646657	128843	https://www.ksta.de/politik/festnahme-im-fall-rebecca-32126338	Fest­nahme im Fall Rebecca	Die verschwun­dene 15-jäh­rige Rebecca ist wahr­schein­lich Opfer eines Verbre­chens geworden. Die Mord­kom­mis­sion der Berliner Polizei nahm einen Verdäch­tigen fest, die Person wurde am Donnerstag vernommen.Der Verdacht einer Straftat habe sich erhärte
516646984	128845	https://www.ksta.de/ratgeber/reise/adi%C3%B3s--oeffentlicher-sauftourismus-auf-mallorca-32126330	Adiós, öffent­li­cher Sauf­tou­rismus auf Mallorca	Mit schär­feren Auflagen will Mallorca von diesem Sommer an den berühm­t-­be­rüch­tigten Sauf­tou­rismus an der Playa de Palma eindämmen.Demnach müssen Bars und Bier­gärten rund um die Party­meile an der „Schin­ken­straße” künftig physisch von der Straße 
516647635	128846	https://www.ksta.de/nrw/autofahrer-parkt-mutmasslichen-raeuber-auf-der-flucht-zu-32126318	Auto­fahrer parkt mutmaß­li­chen Räuber auf der Flucht zu	Ein Auto­fahrer hat in Lipp­stadt einen mutmaß­li­chen Räuber auf der Flucht zuge­parkt und der Polizei so bei der Fest­nahme geholfen. Wie die Beamten am Freitag mitteilten, soll der 30 Jahre alte Tatver­däch­tige am Donnerstag einen Lebens­mit­tel­dis­c
516648004	128847	https://www.ksta.de/kultur/axel-scheffler-erwaegt-britische-staatsbuergerschaft-32124004	Axel Scheffler erwägt briti­sche Staats­bür­ger­schaft	Der in London lebende Kinder­buch-Il­lus­trator Axel Scheffler („Der Grüf­felo”) erwägt die Bean­tra­gung der briti­schen Staats­bür­ger­schaft - wegen des Brexits.„Um mir Unab­hän­gig­keit zu bewahren”, sagte der 61-Jäh­rige der Deut­schen Pres­se-A­gent
516648917	128848	https://www.ksta.de/region/rhein-sieg-bonn/weiberfastnachts-bilanz-weniger-einsaetze-in-rhein-sieg---maedchen-unsittlich-beruehrt--32126360	Weniger Einsätze in Rhein-Sieg – Mädchen unsitt­lich berührt?	Die vorläu­fige Bilanz der Polizei Rhein-Sieg zum Auftakt des Stra­ßen­kar­ne­vals an Weiber­fast­nacht ist laut Pres­se­mit­tei­lung „durchweg positiv“. Bis zum Ende der Feier­lich­keiten auf den Straßen und Plätzen gegen 20 Uhr mussten Beam­te76 Einsätz
516649017	128849	https://www.ksta.de/sport/fussball/pragmatisch-zur--silberware---titel-tuev-fuer-die-bayern-32126138	Prag­ma­tisch zur „Sil­ber­ware”: Titel-TÜV für die Bayern	Diesen Abend haben sie in München nicht vergessen, allen voran Niko Kovac nicht. Das 0:3 gegen Borussia Mönchen­glad­bach war die höchste Nieder­lage in der Amts­zeit des Kroaten als Trainer des FC Bayern.Die Heim­klat­sche markierte Anfang Oktober einen 
516649059	128850	https://www.ksta.de/sport/fussball/baumgartl-nach-gehirnerschuetterung-wieder-im-vfb-training-32126110	Baum­gartl nach Gehirn­er­schüt­te­rung wieder im VfB-Trai­ning	Innen­ver­tei­diger Timo Baum­gartl ist im wich­tigen Heim­spiel des VfB Stutt­gart gegen Hannover 96 am Sonntag wieder eine Option im Abstiegs­kampf der Fußball-Bun­des­liga.Nach seiner wochen­langen Pause wegen einer Gehirn­er­schüt­te­rung könne er wie
516649422	128851	https://www.ksta.de/wirtschaft/autohersteller-mauern-bei-zahlen-zu-dieselrabatten-32126510	Auto­her­steller mauern bei Zahlen zu Diesel­ra­batten	So groß die Auto­her­steller ihre Rabatt­pro­gramme für alte Diesel im Herbst ankün­digten, so schmal­lippig werden sie bei der Frage nach Zahlen über die Nach­frage.„Es ist jedoch zu früh, um verläss­liche Aussagen zu treffen”, heißt es bei BMW. „Zahlen 
516649724	128852	https://www.ksta.de/koeln/festmahl-mit-dem-dreigestirn-hoher-jecken-besuch-im-dumont-haus-in-niehl-32126356	Hoher Jecken-Be­such im DuMont-Haus in Niehl	Prinz, Bauer, Jung­frau und ganz viel kölsche Promi­nenz – alle war am Frei­tag­vor­mittag bei DuMont zu Gast. In der Druckerei im Neven DuMont Haus hat in diesem Jahr das tradi­tio­nelle Prin­zen­essen statt­ge­funden. „Wir haben für diesen Anlass einen 
516650839	128856	https://www.ksta.de/region/karneval-im-koelner-umland-2019-polizei-zieht-fuer-weiberfastnacht-bilanz-32126658	Polizei zieht nach Weiber­fast­nacht Bilanz	Viele Jecken haben an Weiber­fast­nacht fried­lich den Start in den Stra­ßen­kar­neval gefeiert. Doch nicht immer und überall war es so ruhig. Hier gibt es die einzelnen Poli­zei­bi­lanzen. (red)
516651263	128857	https://www.ksta.de/sport/fussball/tedesco-unter-druck--trainer-nach-heidel-rueckzug-im-fokus-32126668	Tedesco unter Druck: Trainer nach Heidel-Rückzug im Fokus	Eine Krisen­sit­zung mit der Mann­schaft, Einzel­ge­spräche mit den Spie­lern und fast tägliche Tele­fonate mit Vereins­boss Clemens Tönnies. Im Kampf um seinen Arbeits­platz beim FC Schalke 04 zieht Dome­nico Tedesco alle Register.Vor dem für seine Zukun
516651642	128858	https://www.ksta.de/koeln/koelner-zoch-in-gefahr--sturm-prognose-fuer-rosenmontag---erste-sicherheitsvorkehrungen-32125754	Schull- und Veedels­zöch finden statt – Rosen­montag unter Beob­ach­tung	Über Köln könnte ausge­rechnet an Rosen­montag ein Sturm hinweg­ziehen und das geplante Karne­vals­pro­gramm gefährden. Nach wochen­langem Traum­wetter rechnen Experten zur Mittags­zeit mit starkem Wind. „Ab dem Vormittag nimmt der Wind stark zu. Am Nach­
516652359	128860	https://www.ksta.de/wirtschaft/2018-war-ein-gutes-jahr-fuer-die-meisten-arbeitnehmer-32126820	2018 war ein gutes Jahr für die meisten Arbeit­nehmer	Mehr im Geld­beutel: Die meisten Arbeit­nehmer in Deutsch­land haben im vergan­genen Jahr Gehalts­er­hö­hungen ober­halb der Infla­ti­ons­rate erhalten.Bei den Tarif­be­schäf­tigten stiegen die Verdienste einschließ­lich Sonder­zah­lungen im Schnitt um 2,
516652507	128862	https://www.ksta.de/sport/vorsitzender-der-tuerkischen-fussball-foederation-tritt-zurueck-32120890	Vorsit­zender der Türki­schen Fußball Föde­ra­tion tritt zurück	Nach Kritik wegen seiner Betei­li­gung an einer Sport­wet­ten-Firma ist der Vorsit­zende der Türki­schen Fußball Föde­ra­tion (TFF), Yildirim Demir­ören, zurück­ge­treten.Er habe diese Entschei­dung getroffen, um „Dis­kus­sionen” in der Welt­öf­fent­lich­
516652533	128863	https://www.ksta.de/region/rhein-berg-oberberg/kuerten/polizeibilanz-deutlich-mehr-alkoholisierte-jugendliche-in-bechen-32126932	Deut­lich mehr alko­ho­li­sierte Jugend­liche in Bechen	Schon der starke Zustrom zum Bechener Karne­valszug hatte darauf hin gedeutet. Eine erste Zwischen­bi­lanz der Polizei bestä­tigt die Vermu­tung: Am Donnerstag hat es in Bechen deut­lich mehr Zwischen­fälle gegeben mit alko­ho­li­sierten jungen Leuten und
516654476	128864	https://www.ksta.de/panorama/frankfurter-flughafen-zoll-findet-rund-20-kilo-weisse-trueffel-in-gepaeck-von-ehepaar-32126930	Zoll findet rund 20 Kilo weiße Trüffel in Gepäck von Ehepaar	Rund 20 Kilo­gramm weißen Trüffel haben Zoll­be­amte im Gepäck eines Ehepaars am Frank­furter Flug­hafen entdeckt. Die teuren Pilze hätten einen Wert von fast 30.000 Euro, teilte das Haupt­zollamt am Freitag mit.Die Reisenden wollten den Trüffel Angaben z
516656969	128866	https://www.ksta.de/sport/mix/multitalent--simmerling-kann-es-auf-ski-und-auf-dem-rad-32126970	Multi­ta­lent: Simmer­ling kann es auf Ski und auf dem Rad	Eine Medaille bei der Bahn­ra­d-WM hat Georgia Simmer­ling nur knapp verpasst. Mit dem kana­di­schen Frau­en-Vierer reichte es im kleinen Finale gegen Neusee­land nur zu Platz vier. Eines der schil­l­ernsten Gesichter der Titel­kämpfe im polni­schen Prusz
516647252	128868	https://www.ksta.de/koeln/karneval-in-koeln-diese-promis-fahren-2019-im-rosenmontagszug-mit-32125984	Diese Promis fahren 2019 im Rosen­mon­tagszug mit	D'r Zoch kütt am Rosen­montag – und mit ihm eine große Schar an Promi­nenten aus Köln, dem Rhein­land und Deutsch­land. Nachdem an Weiber­fast­nacht bereits die Jecken die Straße erobert haben, ist der bekann­teste Zug des Kölner Karne­vals tradi­tio­nell
516658636	128869	https://www.ksta.de/ratgeber/finanzen/recht/nach-klage-eichstaett-ersetzt-blaue-frauenparkplatz-schilder-durch-pinke-32127356	Eich­stätt ersetzt blaue Frau­en­park­platz-Schilder durch pinke	Im baye­ri­schen Eich­stätt hängen neue Schilder für Frau­en­park­plätze – in knal­ligem Pink. Die Stadt folgt damit der Empfeh­lung des Münchner Verwal­tungs­ge­richts, die alten blauen Schilder durch neue, weniger amtlich wirkende, zu ersetzen.widgetFra
